Medical Code,Procedure Name,Cost
6567L,,220.7
6302N,,284.84
76339,,6628.51
8278H,,185.06
11750,,4535.04
51339,,71.74
5354I,,122.71
18472,,3600.34
57596,,185.68
33052,,1262.2
61049,,329.21
71403,,59.06
1827R,,3273.72
69083,,147.93
1365Z,,220.63
26471,,297.26
19947,,135.98
95498,,387.16
1368B,,480.84
6373P,,235.54
50672,,454.05
4983G,,374.3
55787,,486.75
7340I,,203.05
64122,,9986.87
7907I,,311.71
54562,,330.2
16786,,2474.99
6502P,,163.85
7778J,,6389.27
2087K,,1904.05
61097,,110.24
6262C,,1156.9
8278Z,,134.55
51307,,309.77
4222G,,8335.07
51922,,135.91
47662,,324.28
6211L,,869.63
8646J,,366.33
4368G,,8985.69
83879,,7590.91
4550X,,9756.75
9250V,,285.76
5135Z,,175.8
7486Y,,346.84
7049N,,478.65
48759,,1017.97
9889G,,278.45
32150,,285.99
41912,,106.96
80531,,404.63
56172,,2608.79
3679S,,410.63
73137,,3610.1
27459,,5590.3
50705,,325.52
6209W,,142.41
30867,,240.87
25698,,393.02
23036,,7403.67
1101E,,480.52
52198,,228.88
8065Z,,327.96
3664B,,385.06
19284,,244.92
89945,,446.69
83889,,479.15
87357,,267.85
44968,,329.1
2797H,,404.1
49891,,675.97
73838,,289.49
41153,,317.01
8250Z,,159.6
64192,,304.09
1577D,,2643.4
7351A,,119.99
81621,,374.02
1309Y,,398.19
4034Z,,6488.84
86062,,7418.37
32629,,3928.76
1660V,,302.2
5559N,,254.84
30127,,465.82
9324Z,,82.09
11947,,199.74
8726B,,138.3
77884,,281.56
1586U,,356.3
85537,,4010.99
65572,,193.39
91118,,4488.81
8293S,,569.01
98570,,430.94
2226U,,5041.29
9608Y,,247.62
9277C,,388.54
83391,,221.59
39133,,304.09
9393Z,,1919.91
57309,,52.77
4818K,,278.89
1369G,,219.29
52133,,107.82
4822Q,,4487.92
5392R,,484.2
91961,,4058.63
75380,,436.9
27963,,306.45
87051,,226.16
4135G,,3070.24
9606Y,,64.01
62255,,2162.3
47544,,139.06
58172,,300.28
9796P,,355.47
1214R,,462.44
4522J,,426
36660,,1883.58
65768,,429.82
99925,,167.16
6952J,,5495.53
5028K,,357.29
7937G,,6666.82
37063,,66.44
9938F,,353.79
91303,,469.55
66673,,7418.63
1086E,,310.03
56681,,4308.34
70774,,3061.49
33510,,242.88
80550,,126.35
58456,,446.9
23494,,129.91
2082S,,439.14
67408,,9116.51
1155G,,472.03
90612,,297.35
28416,,8827.07
2384H,,436
23588,,77.67
1770A,,492.13
98276,,79.36
4586B,,4897.51
1254U,,461.52
39919,,376.33
4872I,,468.59
4985A,,441.47
49529,,333.01
55714,,8358.96
8913Y,,417.21
31728,,388.95
8862Y,,5538.92
4879E,,242.69
1481L,,4464.34
33984,,9961.85
83526,,83.53
4356Y,,65.52
7510D,,370.64
9323J,,9661.64
26723,,124.92
5083U,,9246.05
39115,,362.65
54119,,263.52
82268,,1828.67
8921Q,,233.66
79540,,376.14
1513L,,95.94
14343,,68.11
25486,,261.54
28943,,160.95
36583,,4464.07
62438,,3647.72
8459G,,58.72
1065V,,98.68
79618,,8884.67
85131,,480.55
22259,,338.1
68584,,159.63
8255P,,7740.34
1121T,,119.4
4849T,,385.71
57587,,194.29
9407I,,4938.69
44031,,114.78
9547Z,,272.38
8158B,,365.43
25536,,475.79
21452,,237.83
95074,,143.84
66621,,445.96
8978M,,169.75
5628O,,74.69
38982,,3149.01
3925P,,7616.85
1125Y,,122.07
2894A,,161.18
55861,,318.36
78288,,64.02
2078E,,349.21
23496,,8272.96
3878V,,56.01
9348A,,473.18
86816,,463.29
79371,,288.02
74589,,278.22
4797V,,145.74
64885,,138.84
5607R,,332.67
9710J,,255.68
2905K,,472.33
49597,,4450.25
12483,,67.76
95838,,247.22
71971,,100.74
6575V,,189.14
6201V,,327.45
17686,,104.5
4535S,,471.58
18168,,9716.41
9367J,,227.24
4206H,,312.59
39346,,272.31
19600,,267.81
7633R,,1081.29
86115,,199.53
92789,,1052.36
9703A,,249.57
4072X,,73.53
1076L,,372.56
7709A,,274.95
7553X,,238.75
35797,,7641.8
2299V,,200.15
3591U,,119.33
89311,,69.01
12281,,457.03
38020,,192.43
25314,,7275.83
47658,,6045.56
59985,,499.28
43612,,236.19
36517,,191.16
1596M,,207.44
9195M,,3007.58
4520E,,443.5
96329,,487.2
9960C,,232.93
32429,,247.38
61841,,386.89
14174,,2430.96
1213A,,188.69
87274,,442.57
92679,,317.53
3947G,,218.32
4367U,,274.57
16359,,499.66
8054E,,347.12
2242Y,,424.46
59865,,212.01
72422,,460.83
40765,,233.95
7408R,,196.39
9504O,,310.86
3173T,,477.33
21640,,1545.31
6748L,,81.83
71429,,126.35
28085,,433.22
8697H,,4102.71
64804,,246.17
27939,,244.23
3133M,,138.29
71620,,371.49
97757,,184.86
3064P,,401.11
6468U,,230.77
9922R,,1238.89
50416,,457.5
4642C,,372.48
9174S,,99.88
81656,,245.04
3289Q,,178.32
18796,,340.82
8201R,,7977.24
78799,,141.98
3103J,,74.03
5238C,,4676.38
9683Y,,388.35
40918,,101.94
53091,,319.6
28206,,6242.45
53284,,7761.61
66608,,77.63
7329H,,171.02
34386,,308.68
6515L,,384.03
8181T,,62.42
50645,,386.91
2523N,,94.17
32635,,162.78
68841,,400.92
1304Y,,389.01
79465,,238.19
1577L,,7353.72
48656,,328.57
9623L,,127.82
51695,,69.97
7474U,,309.07
57524,,140.45
7708A,,7645.64
5046Y,,3260.56
83826,,139.91
64217,,407.35
65213,,1515.71
68109,,7792.15
10126,,494.7
92004,,63.21
5079N,,488.13
54939,,203.25
71935,,64.6
66396,,489.91
2354G,,6985.89
2610A,,7718.33
35195,,387.81
22780,,167.03
9644U,,440.48
8209A,,228.29
7473Q,,210.3
49469,,1343.41
7042B,,4233.26
1934R,,352.82
58486,,6914.6
32643,,63.64
2837V,,8007.5
6111Q,,370.31
86307,,411.59
83898,,375.5
48822,,292.53
5563T,,203.75
87546,,353.5
6745K,,256.13
9865W,,58.61
10850,,122.66
3655B,,90.61
18860,,260.83
80072,,8189.93
7369X,,305.03
6011K,,392.04
79545,,486.05
35826,,6179.34
3870M,,176.28
2651B,,1930.22
78057,,332.38
23466,,267.12
66136,,65.54
8609F,,494.89
79393,,9457.16
6143V,,355.24
9323G,,221.02
8841A,,5384.39
2793Q,,397.69
54519,,3857.22
1404Z,,404.07
85773,,489.16
47471,,1179.53
76029,,197.43
39411,,3357.66
17633,,296.86
50060,,112.64
37951,,2451.07
23822,,463.8
9947R,,112.44
2748J,,119.08
3120G,,6984.4
3287I,,382.67
89203,,1699.28
26407,,288.52
7174O,,305.18
9764C,,281.89
9945M,,203.55
5694E,,387.98
50619,,8570.31
4794X,,378.09
24000,,108.39
58312,,6224.78
86076,,451.3
62396,,2862.91
3895A,,100.46
1249K,,209.86
6304B,,235.37
2814U,,2483.46
9880Q,,219.07
81204,,139.07
7236Y,,248.12
7852I,,8004.83
90237,,486.49
7871X,,366.42
9919A,,238.22
46667,,446.34
2577A,,477.42
8624E,,166.22
49532,,228.23
64677,,280.34
6966C,,9586.47
1487P,,251.8
52794,,428.2
6732C,,489.53
1848G,,254.73
8301F,,447.14
9729B,,8008.8
6712T,,271.61
76426,,87.03
47585,,337.9
8106O,,308.78
1995J,,83.39
6604U,,5689.25
45918,,8182.35
2909T,,351.86
83694,,784.99
1298A,,1484.86
54272,,151.24
4669X,,5390.8
3101B,,379.13
99156,,113.01
30853,,255.83
8054S,,318.74
32235,,164.22
6398C,,195.93
72382,,383.54
10929,,374.77
2483R,,471.47
85023,,97.86
36389,,385.61
18278,,57.59
4081R,,4023.92
87705,,351.18
87159,,403.3
67681,,90.54
23168,,3985.48
39463,,349.2
19437,,363.72
1463R,,7446.49
10663,,8439.2
32722,,166.66
40535,,7845.65
34453,,295.42
7772N,,217.26
3823C,,330.96
76609,,445.35
68632,,4139.46
70021,,6869.26
6715D,,451.91
51240,,466.33
37680,,274.92
82815,,289.53
65032,,360.16
91739,,212.52
9751M,,124.57
4970C,,354.29
4658Y,,1983.19
53434,,473.96
1381H,,146.83
2534Q,,355.64
2365L,,355.21
91460,,157.09
89049,,383.25
63592,,381.26
1754I,,318.9
1332T,,9312.75
24589,,124.32
3480I,,205.31
7911R,,365.73
9097N,,3272.46
71578,,85.77
51081,,4045.7
80432,,275.35
72036,,123.1
23355,,93.61
5536E,,243.74
70201,,4014.93
1420Y,,140.77
3916O,,173.31
5824P,,136.82
75409,,254.13
1719C,,70.22
37327,,206.35
51830,,5771.84
48865,,8840.74
22665,,2832.05
8474M,,319.32
5309I,,190.73
80393,,91.33
2114A,,81.08
99778,,372.02
4959M,,320.29
28382,,469.96
58273,,83.26
56960,,325.07
1916X,,269.61
61019,,206.77
3545O,,177.23
2159G,,421.45
9143U,,394.05
10313,,129.1
6680X,,174.59
7780R,,97.86
70509,,246.03
9387Q,,8313.82
6046Y,,391.1
1068O,,3217.53
49641,,307.62
5527L,,218.82
2164Q,,407.81
89361,,9288.26
39373,,83.37
4013W,,93.99
98288,,7176.61
7164J,,145.12
6025F,,362.35
9751Q,,245.05
7448N,,684.46
3161J,,355.92
3964H,,396.43
5633H,,338.3
5083K,,8780.77
1635E,,147.57
3888B,,9541.73
9397P,,367.45
6453A,,5763.87
6314C,,4683.88
1369Z,,144.91
3941Y,,376.74
93148,,111.75
40171,,57.5
2571C,,365.92
1338S,,61.11
4654B,,294.17
12441,,221.67
61989,,193.44
66578,,152.25
71092,,4921.31
24635,,5969.09
5992Y,,7320.02
4793O,,242.26
32926,,414.48
71425,,276.42
28147,,8468.97
3960E,,123.65
69349,,257.38
53733,,1707.08
93279,,93.16
86883,,161.34
2781G,,155.19
6344B,,5942.83
1166S,,6534.12
56148,,490.21
5921G,,2901.67
74131,,302.5
6580G,,449.86
8985Z,,117.28
28366,,223.4
4962R,,493.02
7050U,,74.29
6869Z,,435.17
4877O,,2903.11
7611C,,100.74
60114,,431.49
64147,,125.88
69035,,272.19
1201Y,,279.12
2527Y,,58.2
3292O,,465.45
6525Z,,149.45
9952M,,472.61
19833,,262.73
63794,,6646.4
2533E,,7917.71
6069L,,9122.07
6061E,,487.66
1243S,,6612.27
52213,,226.58
3602E,,188.78
4636J,,121.23
1736K,,236.84
4102E,,3397.96
9247L,,119.34
54662,,447
33095,,7200.68
84315,,125.35
11920,,8114.11
9568H,,498
1430L,,284.89
6789Y,,254.5
33790,,264.94
2820W,,5656.71
84038,,473.64
74622,,196
2011Y,,192.48
8788S,,137.31
88099,,136.72
7265V,,7902.39
6566O,,104.1
68452,,333.17
8914V,,353.03
9548L,,3007.8
71104,,350.67
9118G,,222.15
5440L,,222.42
62600,,201.72
10065,,94.45
5541U,,384.49
47422,,97.28
70618,,8644.07
6180I,,328.66
18856,,403.95
1779A,,89.99
62758,,409.79
3893X,,297.34
4198U,,217.17
1125R,,8717.66
1885S,,3595.62
33719,,4296.1
2723K,,125.44
1829B,,238.49
2571T,,2179.32
47294,,358.28
99437,,1833.07
41014,,376.17
8053E,,157.83
64105,,132.32
7022V,,387.16
8017Z,,327.9
1438C,,275.05
1819Y,,6067.77
1365O,,410.85
4976B,,103.95
93294,,378.41
26998,,3380.54
44741,,251.49
14500,,363.11
5980F,,1922.29
90265,,347.72
8975P,,149.66
67627,,54.11
22845,,7784.18
9856J,,383.23
58802,,833.91
6261B,,4489.16
22704,,61.18
4153I,,310.3
8309H,,286.73
3862G,,378.94
84188,,192.91
6569L,,429.07
53580,,294.93
15793,,222.92
3729L,,4993.38
9025J,,3204.33
5980E,,343.43
62170,,4189.12
8112H,,278.67
6562E,,486.07
1726W,,73.31
84591,,340.36
22654,,178.99
2171B,,481.39
8780G,,323.55
74564,,348.86
65642,,154.02
76744,,66.69
4881X,,7512.11
2316Z,,63.35
23058,,353.47
15854,,9949.23
9576M,,479.41
61755,,169.72
90387,,75.25
6834K,,3997.77
3139Y,,435.81
94150,,64.13
8488D,,348.63
1685R,,381.55
5407K,,380.39
30493,,1602.23
90737,,7961.96
23460,,597.31
6270S,,3111.48
44303,,441.58
2534Z,,1716.96
66776,,266.64
4498J,,2751.4
1676I,,110.06
46070,,353.56
55245,,499.77
52225,,8503.86
73858,,120.77
6185O,,253.1
87307,,7985.41
6869U,,164.75
43853,,247.75
6441J,,355.7
41720,,348.56
2900Z,,384.88
5185I,,91.75
58965,,494.52
45975,,1819.18
1503D,,79.63
21621,,151.08
30513,,8512.28
38793,,418.66
52032,,168.02
3163R,,216.9
3008C,,469.47
4575U,,442.75
1522D,,366.47
82009,,203.96
26601,,6677.6
65102,,433.08
3229M,,75.4
29829,,372.41
6100C,,8524.9
54414,,102.02
2418H,,170.56
25509,,281.04
67168,,9852.65
8899Q,,1586.77
2783A,,258.78
21011,,3107.87
94993,,497.43
72751,,8901.11
61413,,359.08
6129I,,182.04
1754B,,419.55
40353,,428.74
7864A,,203.81
20450,,9291.83
82863,,273.69
5457F,,5939.63
7609W,,302.42
93769,,141.06
8123Z,,265.12
72656,,280.95
1165U,,1582.05
9233Z,,178.04
89075,,135.9
6853F,,5074.28
8985S,,359.94
7499K,,2416.81
2256Z,,189.42
50101,,336.32
4200R,,125.25
21968,,215.06
41861,,8707.78
1827I,,7765.04
69114,,2948.01
5499V,,239.06
7415C,,8099.2
5769M,,1984.89
8760Z,,263.36
4655O,,219.39
31086,,479.42
28724,,151.71
53901,,66.15
69415,,113.22
32485,,312.03
3357K,,4492.64
33823,,483.21
4714V,,325
7876P,,405.25
19867,,121.51
4903S,,252.64
4308Z,,428.15
5053R,,69.08
68509,,343.19
3524H,,449.09
35142,,497.75
2122L,,141.7
4827P,,1120.18
7218K,,195.08
94396,,109.25
6953Z,,5670.61
1746G,,829.84
8478U,,3991.76
4053K,,477.04
4015L,,415.68
66059,,264.95
84757,,2829.99
50318,,481.04
9893C,,247.12
35060,,118.76
87837,,262.38
7295K,,111.76
31684,,1984.69
46071,,146.25
6463R,,189.98
1636N,,8016.96
2531L,,336.44
31537,,233.72
61586,,170.44
9470N,,452.58
2700W,,3075.45
88340,,220.63
10839,,204.69
87470,,237.63
34730,,484.64
55682,,65.45
67920,,59.31
95693,,3651.71
97033,,262.31
52382,,493.2
37935,,60.8
36248,,366.66
5736T,,7921.09
83954,,393.83
90951,,152.79
7493F,,213.64
83645,,5444
4407X,,9881.76
4922G,,7209.66
57119,,91.25
5997R,,166.68
78473,,339.49
50230,,93.1
87441,,145.32
8749T,,7670.12
57549,,444.59
2240R,,2896.15
35593,,229.68
7956L,,215.88
77913,,2440.46
88401,,480.66
8742D,,9140.16
6575R,,217.3
29267,,335.89
6856T,,197.9
8312N,,272.77
1383S,,5943.46
79015,,136.09
2952V,,194.19
90369,,480.92
38428,,373.37
3260M,,92.13
77295,,152.72
17549,,110.33
7472U,,150.95
68377,,56.62
47330,,461.88
1995T,,3764.35
3161D,,7784.78
49877,,478.89
22586,,107.8
90239,,4093.89
66142,,323.46
4671S,,382.41
6193U,,214.1
4360E,,8331.65
94882,,4849.34
11499,,206.63
2302P,,486.79
6694Q,,291.65
67826,,6238.28
83380,,6198.52
9873S,,201.89
2754Z,,320.7
77322,,9439.96
10204,,468.6
83407,,207.68
20165,,245.49
36823,,294.2
25605,,646.65
5459K,,2471.58
95409,,247.01
81488,,462.96
5264X,,7277.7
4228X,,8630.37
6423W,,57.11
5075A,,393.68
91500,,206.13
1012B,,1616.04
16491,,73.48
5421I,,9100.61
75654,,97.08
87388,,497.72
8751J,,246.56
24546,,6778.6
13805,,386.25
3755V,,331.04
5317V,,6553.23
6351S,,297.24
1150R,,408.21
98318,,4591.37
1172F,,342.47
9848P,,6306.29
3324V,,462.95
90681,,68.12
4270L,,468.75
8946K,,445.66
3344E,,275.74
6135F,,488.72
4123C,,92.28
71618,,175.42
3752X,,133.15
2220H,,222.16
87273,,106.72
6433F,,264.2
94638,,174.69
89106,,126.14
7975D,,9531.6
23774,,179.49
7729N,,405.18
96573,,293.21
4806E,,329.16
9683O,,1371.98
9334C,,4473.76
2610V,,7617.12
35568,,478.86
24789,,81.61
47461,,386.58
50862,,442.5
97396,,157.83
17190,,488.28
94801,,237.37
9130X,,4154.52
56920,,475.21
9463R,,313.86
97752,,450.99
78679,,210.17
51384,,323.97
44605,,419.49
9126J,,439.78
73930,,90.61
35099,,267.37
1466N,,6382.5
9972P,,208.87
76469,,185.76
6326K,,7530.66
5376Z,,129.54
61052,,9756.43
99610,,284
4135Z,,430.71
9398V,,428.71
2973B,,273.04
6572K,,175.52
45315,,9863.97
70116,,230.21
5688F,,6107.81
96176,,450.95
86074,,7599.17
2746B,,97.11
43395,,123.61
68988,,8455.67
4151I,,287.85
9220T,,88.31
56693,,394.14
63381,,454.36
1780E,,182.4
58272,,350.65
62084,,75.86
5075Z,,1363.76
90191,,268.29
7072N,,281.3
9625B,,460.61
77541,,5671.9
1002K,,56.05
83874,,104.07
28628,,5280.52
37496,,360.43
8406N,,449.5
5009W,,218.97
7564V,,8099.48
90092,,202.7
5476I,,126.8
72584,,132.18
96260,,178.18
48430,,165.63
41572,,452.16
6475X,,176.13
3933L,,5410.91
7452S,,394.12
2371N,,418.82
6235K,,135.29
41779,,2104.41
13230,,206.47
20945,,211
4443Q,,334.27
7484F,,417.97
91050,,301.16
7036O,,297.92
9950E,,157.74
5547O,,129.43
3037R,,421.39
48998,,480.99
6781O,,248.92
70355,,341.44
29754,,6163.36
3636T,,2458.74
25019,,140.27
11031,,6597.02
6993M,,490.68
1784E,,357.89
82586,,468.46
37493,,446.05
2980L,,366.39
9157F,,168.47
55141,,245.82
2947D,,3123.94
2888X,,442.25
6969A,,194.21
8421F,,61.49
7121A,,260.92
59050,,56.23
6926V,,4880.56
48996,,9405.25
68180,,9240.52
45638,,3649.24
5296V,,360.08
2856U,,361.48
6608D,,368.42
8287R,,7616.26
57093,,106.66
9396N,,212.7
6162R,,197.68
83595,,5567.49
8632N,,194.74
7429P,,296.98
8141U,,9615.64
46304,,837.1
6922N,,354.21
4868M,,9314.61
28374,,454.9
51702,,147.21
35425,,166.15
9054T,,1721.9
7012I,,207.53
25291,,176.64
9858X,,461.29
6285Q,,144.91
87234,,368.32
86110,,305.34
60934,,598.04
67117,,69.03
96393,,119.36
74451,,343.45
1497Q,,330.4
7790H,,308.55
4302Z,,98.29
80177,,250.72
4458L,,646.31
2398E,,387.06
6662E,,205.75
7669R,,8952.02
14351,,156.53
7934M,,4068.28
9336V,,164.21
67995,,74.54
5379A,,420.02
5904T,,254.44
56893,,3705.33
32865,,5997.18
98616,,9855.47
6852O,,274.44
44704,,333.02
97422,,6202.89
27815,,3058.76
8342J,,303.47
96163,,462.14
91842,,163.56
2545E,,93.38
72603,,445.78
5039O,,4745.96
3429Z,,397.46
4566O,,72.97
21885,,381.48
3573W,,373.3
53917,,367.18
96619,,132.5
5112G,,492.43
36839,,1284.47
84947,,458.53
35243,,371.62
4625D,,116.6
87729,,5514.99
51488,,283.74
4705M,,414.14
4454D,,248.89
1046E,,288.96
9884O,,442.38
3111H,,110.74
4144B,,314.38
2468Y,,2095.62
4800G,,146.6
4999N,,78.29
85772,,330.4
1810A,,4144.53
57880,,204.63
3128T,,137.78
87797,,2919.53
79436,,420.83
1378Q,,334.07
4820Y,,3730.75
6946D,,337.55
93449,,182.97
8067S,,434.32
28149,,385.8
5303U,,122.91
9744V,,171.63
5241A,,390.79
7451P,,2884.39
5722D,,8712.08
4779K,,484.59
33455,,3048.26
71784,,299.6
12998,,444.62
2059R,,447.12
44277,,235.63
2819U,,335.29
8228L,,358.19
47397,,388.1
5027R,,427.88
7344H,,402.29
5351D,,478.3
2758A,,5260.68
22890,,257.71
59426,,6179.55
20299,,62.07
89626,,150.89
4623U,,290.62
59789,,347.39
5711E,,115.9
79728,,4053.04
9624I,,206.16
36361,,377.58
44117,,99.07
79501,,1563.98
27291,,439.26
67274,,219.39
24709,,189.39
6312I,,446.63
74807,,441.94
7999C,,290.85
88714,,9374.73
54693,,2707.26
3686H,,425.11
9908C,,397.53
6359B,,275.32
5703K,,451.52
5599J,,5164.45
27404,,6050.21
57447,,4388.92
20811,,250.4
1173Z,,487.42
5102E,,351.16
5321U,,8483.83
82668,,410.55
65547,,296.99
8408E,,1596.64
2219D,,5307
73946,,177.2
9185U,,77.79
84139,,418.47
1817G,,247.47
89739,,4086.07
1789U,,334.01
3007L,,4910.54
35146,,7794.49
23741,,8253.26
86777,,305.37
74756,,451.45
2752Z,,417.63
4794F,,263.45
7285M,,213.17
45386,,377.98
62996,,357.04
9897X,,143.92
9661X,,8665.33
24386,,160.67
9535T,,5687.73
7919C,,6447.81
6732O,,3287.47
77047,,268.92
21141,,213.1
59304,,404.38
2071J,,8318.99
57581,,113.07
24700,,8331.9
27411,,457.43
38894,,255.44
62995,,131.02
93543,,187.08
34483,,4757.34
4410J,,72.09
1939Y,,160.47
34548,,3041.15
2498R,,9414
8439E,,320.89
21281,,310.68
41957,,305.19
4077R,,5459.29
6533I,,430.65
3620Q,,251.57
4656F,,88.8
90861,,114.6
46491,,382.83
52798,,442.44
8586B,,63.03
98975,,454.09
9491R,,247.31
63950,,258.39
4012Q,,2372.97
8034Z,,7206.93
1951A,,9507.49
4323C,,468.88
25904,,414.71
6564G,,209.98
5344X,,298.14
51306,,6725.01
15961,,215.56
2504I,,402.2
81140,,2347.18
35253,,114.45
2178T,,8390.81
63060,,111.26
7852N,,7092.84
62638,,359.49
35748,,102.65
22551,,9805.46
9961G,,428.35
6262K,,249.92
73606,,162.78
5828N,,53.46
5639G,,777.64
6686Q,,255.5
7201R,,488.04
3202U,,8061.51
33513,,396.55
5334G,,5689.08
91550,,486.34
5059X,,102.9
6430C,,221.31
48051,,90.28
2867H,,299.25
3597W,,312.99
8046L,,70.65
36629,,264.06
5596H,,173.57
5866L,,111.75
6541V,,326.23
1241V,,168.65
68653,,284.25
6179E,,460.21
2876J,,229.8
1867X,,302.82
5107R,,118.53
88212,,211.29
3926P,,344.94
4782V,,5163.31
5450X,,170.91
5907A,,331.42
65229,,9249.25
4773T,,6427.69
2638R,,8768.53
2686I,,113.44
6920W,,80.56
93289,,168.62
90885,,368.34
91935,,120.55
9045W,,117.32
1995W,,239.62
33797,,3622.73
27533,,191.27
2450G,,177.7
90129,,393.5
24979,,8943.27
71702,,384.92
5024T,,55.03
1881E,,250.42
53764,,6970.28
6625V,,345.42
3526P,,346.31
40574,,3149.12
7702C,,7486.31
4664B,,450.95
36352,,423.54
1766Y,,219.71
7308T,,183.68
19420,,305.31
18976,,310.83
3649I,,129.71
35516,,301.93
34696,,6787.5
9126Z,,493.77
20323,,8205.87
6668S,,95.05
5077S,,85
2674S,,236.98
6938Q,,118.76
3978N,,137.5
66447,,72.12
70473,,152.29
38029,,476.33
27659,,294.98
54974,,426.1
1481N,,89.46
59168,,82.53
8012Z,,322.85
48946,,215.02
58883,,6280.83
76855,,183.38
7655X,,112.69
75766,,424.13
39970,,7950.83
7634A,,5976.94
8145U,,242.68
53999,,323.31
5478L,,441.61
6587R,,214.23
8747W,,128.69
24070,,58.61
8220W,,8266.81
7605T,,283.53
97410,,219.15
9042C,,302.25
3217I,,102.55
3271V,,332.94
7143V,,143.29
2493J,,432.2
8098A,,471.15
1682Z,,131.79
7682Y,,246.85
4202H,,266.42
94430,,116.78
7271E,,3547.85
54371,,9585.28
7373O,,204.93
49493,,8058.35
19090,,167.83
4217D,,197.48
76276,,6254.11
47287,,315.77
